,Accession Number,Consensus 16S,Consensus 23S,Consensus 5S,Copies 16S,Copies 23S,Copies 5S,File Name,Longest 16S,Longest 23S,Longest 5S,Organism,Species
310,GCF_001307155.1,1538,2917,118,6,6,7,GCF_001307155.1_ASM130715v1_genomic.gbff.gz,1537,2913,116,Pseudomonas fluorescens,Pseudomonas fluorescens
311,GCF_001697825.1,1551,2898,114,4,4,4,GCF_001697825.1_ASM169782v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
312,GCF_900638575.1,1548,2898,114,4,4,4,GCF_900638575.1_58116_E01_genomic.gbff.gz,1548,2898,114,Neisseria meningitidis,Neisseria meningitidis
313,GCF_003718555.1,1554,3027,116,7,7,8,GCF_003718555.1_ASM371855v1_genomic.gbff.gz,1554,3027,116,Salmonella enterica subsp. enterica serovar Typhi,Salmonella enterica
314,GCF_003288355.1,1537,2912,116,4,4,4,GCF_003288355.1_ASM328835v1_genomic.gbff.gz,1536,2904,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
315,GCF_900119995.1,1509,2890,118,2,2,2,GCF_900119995.1_HE143_09_genomic.gbff.gz,1509,2890,118,Helicobacter pylori,Helicobacter pylori
316,GCF_001293065.1,1515,2967,117,2,2,1,GCF_001293065.1_ASM129306v1_genomic.gbff.gz,1515,2967,117,Leptospira interrogans serovar Hardjo str. Norma,Leptospira interrogans
317,GCF_003991465.1,1541,2915,116,4,4,4,GCF_003991465.1_ASM399146v1_genomic.gbff.gz,1537,2911,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
318,GCF_000272895.2,1556,3015,116,7,7,8,GCF_000272895.2_ASM27289v3_genomic.gbff.gz,1554,2926,116,Salmonella enterica subsp. enterica serovar Newport str. CVM 22462,Salmonella enterica
319,GCF_000392455.3,1511,2889,118,2,2,2,GCF_000392455.3_ASM39245v3_genomic.gbff.gz,1511,2889,118,Helicobacter pylori UM032,Helicobacter pylori
320,GCF_001559615.2,1556,2940,116,7,7,8,GCF_001559615.2_ASM155961v2_genomic.gbff.gz,1556,2925,116,Escherichia coli B,Escherichia coli
321,GCF_001729225.1,1556,3113,116,7,7,8,GCF_001729225.1_ASM172922v1_genomic.gbff.gz,1554,3011,116,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica
322,GCF_002011985.1,1554,2926,116,7,7,8,GCF_002011985.1_ASM201198v1_genomic.gbff.gz,1552,2924,116,Escherichia coli,Escherichia coli
323,GCF_900235815.1,1540,2917,116,5,5,6,GCF_900235815.1_CFBP3840_genomic.gbff.gz,1540,2917,116,Pseudomonas syringae,Pseudomonas syringae
324,GCF_000498335.1,1510,2888,118,2,2,2,GCF_000498335.1_ASM49833v1_genomic.gbff.gz,1510,2888,118,Helicobacter pylori BM012S,Helicobacter pylori
325,GCF_000192335.1,1509,2890,118,1,1,1,GCF_000192335.1_ASM19233v1_genomic.gbff.gz,1509,2890,118,Helicobacter pylori 2018,Helicobacter pylori
326,GCF_001605965.1,1547,2918,116,5,5,6,GCF_001605965.1_ASM160596v1_genomic.gbff.gz,1547,2918,116,Pseudomonas koreensis,Pseudomonas koreensis
327,GCF_001636055.1,1547,2917,116,6,6,7,GCF_001636055.1_ASM163605v1_genomic.gbff.gz,1547,2914,116,Pseudomonas putida,Pseudomonas putida
328,GCF_002073595.2,1548,2898,114,4,4,4,GCF_002073595.2_ASM207359v2_genomic.gbff.gz,1548,2897,114,Neisseria meningitidis,Neisseria meningitidis
329,GCF_000020245.1,1511,2895,118,2,2,2,GCF_000020245.1_ASM2024v1_genomic.gbff.gz,1511,2895,118,Helicobacter pylori Shi470,Helicobacter pylori
330,GCF_001708445.1,1547,2916,116,1,1,1,GCF_001708445.1_ASM170844v1_genomic.gbff.gz,1547,2916,116,Pseudomonas fluorescens,Pseudomonas fluorescens
331,GCF_003717795.1,1554,3027,116,7,7,9,GCF_003717795.1_ASM371779v1_genomic.gbff.gz,1554,3027,116,Salmonella enterica subsp. enterica serovar Typhi,Salmonella enterica
332,GCF_000192315.1,1509,2890,118,1,1,1,GCF_000192315.1_ASM19231v1_genomic.gbff.gz,1509,2890,118,Helicobacter pylori 2017,Helicobacter pylori
333,GCF_002999075.1,1554,2931,116,7,7,8,GCF_002999075.1_ASM299907v1_genomic.gbff.gz,1554,2924,116,Escherichia coli,Escherichia coli
334,GCF_000452445.2,1540,2917,116,5,5,6,GCF_000452445.2_ASM45244v3_genomic.gbff.gz,1540,2917,116,Pseudomonas syringae pv. pisi str. PP1,Pseudomonas syringae
335,GCF_000392535.3,1511,2891,118,2,2,2,GCF_000392535.3_ASM39253v3_genomic.gbff.gz,1511,2891,118,Helicobacter pylori UM066,Helicobacter pylori
336,GCF_000816165.1,1551,2917,114,4,4,4,GCF_000816165.1_ASM81616v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis LNP21362,Neisseria meningitidis
337,GCF_003193645.1,1537,2912,116,4,4,4,GCF_003193645.1_ASM319364v1_genomic.gbff.gz,1537,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
338,GCF_002968695.1,1537,2912,116,4,4,4,GCF_002968695.1_ASM296869v1_genomic.gbff.gz,1537,2911,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
339,GCF_000148915.1,1511,2893,118,2,2,2,GCF_000148915.1_ASM14891v1_genomic.gbff.gz,1511,2893,118,Helicobacter pylori Sat464,Helicobacter pylori
340,GCF_003952645.1,1538,2918,116,7,7,8,GCF_003952645.1_ASM395264v1_genomic.gbff.gz,1538,2917,116,Pseudomonas stutzeri,Pseudomonas stutzeri
341,GCF_900618275.1,1537,2912,116,4,4,4,GCF_900618275.1_paerg003_genomic.gbff.gz,1537,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
342,GCF_002741075.1,1547,2915,116,6,6,7,GCF_002741075.1_IEC330191.0_genomic.gbff.gz,1547,2915,116,Pseudomonas putida,Pseudomonas putida
343,GCF_001623625.1,1558,3109,116,7,7,8,GCF_001623625.1_ASM162362v1_genomic.gbff.gz,1554,2927,116,Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1766,Salmonella enterica
344,GCF_002105735.1,1556,2931,116,7,7,8,GCF_002105735.1_ASM210573v1_genomic.gbff.gz,1554,2924,116,Escherichia coli,Escherichia coli
345,GCF_900635215.1,1554,2933,116,7,7,8,GCF_900635215.1_39859_D02_genomic.gbff.gz,1554,2929,116,Escherichia coli,Escherichia coli
346,GCF_003049825.1,1547,2931,116,6,6,7,GCF_003049825.1_ASM304982v1_genomic.gbff.gz,1537,2913,116,Pseudomonas koreensis,Pseudomonas koreensis
347,GCF_000968415.2,1538,2916,116,6,6,7,GCF_000968415.2_ASM96841v2_genomic.gbff.gz,1538,2916,116,Pseudomonas synxantha,Pseudomonas synxantha
348,GCF_000271905.2,1556,3015,116,7,7,8,GCF_000271905.2_ASM27190v2_genomic.gbff.gz,1554,2925,116,Salmonella enterica subsp. enterica serovar Newport str. Levine 15,Salmonella enterica
349,GCF_003940825.1,1564,2944,116,7,7,8,GCF_003940825.1_ASM394082v1_genomic.gbff.gz,1538,2917,116,Pseudomonas entomophila,Pseudomonas entomophila
350,GCF_003355375.1,1548,2898,114,4,4,4,GCF_003355375.1_ASM335537v1_genomic.gbff.gz,1548,2898,114,Neisseria meningitidis,Neisseria meningitidis
351,GCF_000800255.1,1548,2916,116,7,7,7,GCF_000800255.1_ASM80025v1_genomic.gbff.gz,1075,2405,116,Pseudomonas parafulva,Pseudomonas parafulva
352,GCF_001708465.1,1547,2916,116,1,1,2,GCF_001708465.1_ASM170846v1_genomic.gbff.gz,1547,2916,116,Pseudomonas fluorescens,Pseudomonas fluorescens
353,GCF_000027025.1,1556,3113,116,7,7,8,GCF_000027025.1_ASM2702v1_genomic.gbff.gz,1554,3011,116,Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,Salmonella enterica
354,GCF_000092565.1,1509,2912,117,2,2,1,GCF_000092565.1_ASM9256v1_genomic.gbff.gz,1508,2912,117,Leptospira interrogans serovar Lai str. 56601,Leptospira interrogans
355,GCF_001697625.1,1551,2898,114,4,4,4,GCF_001697625.1_ASM169762v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
356,GCF_000624395.2,1556,3065,116,7,7,8,GCF_000624395.2_ASM62439v2_genomic.gbff.gz,1554,2925,116,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120002,Salmonella enterica
357,GCF_000397205.1,1549,2916,116,5,5,5,GCF_000397205.1_ASM39720v1_genomic.gbff.gz,1549,2916,116,Pseudomonas protegens CHA0,Pseudomonas protegens
358,GCF_001697165.1,1551,2898,114,4,4,4,GCF_001697165.1_ASM169716v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
359,GCF_000270025.1,1511,2891,118,2,2,2,GCF_000270025.1_ASM27002v1_genomic.gbff.gz,1511,2891,118,Helicobacter pylori F30,Helicobacter pylori
360,GCF_000600205.1,1511,2890,118,2,2,2,GCF_000600205.1_ASM60020v1_genomic.gbff.gz,1511,2890,118,Helicobacter pylori oki828,Helicobacter pylori
361,GCF_000014105.1,1551,2898,114,4,4,4,GCF_000014105.1_ASM1410v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis 053442,Neisseria meningitidis
362,GCF_003940785.1,1538,2918,116,7,7,8,GCF_003940785.1_ASM394078v1_genomic.gbff.gz,1538,2915,116,Pseudomonas entomophila,Pseudomonas entomophila
363,GCF_000026105.1,1547,2915,116,7,7,8,GCF_000026105.1_ASM2610v1_genomic.gbff.gz,1547,2914,116,Pseudomonas entomophila L48,Pseudomonas entomophila
364,GCF_003325015.1,1554,3110,116,7,7,8,GCF_003325015.1_ASM332501v1_genomic.gbff.gz,1550,2927,116,Salmonella enterica,Salmonella enterica
365,GCF_002812825.1,1537,2912,116,4,4,4,GCF_002812825.1_ASM281282v1_genomic.gbff.gz,1537,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
366,GCF_000185185.1,1510,2890,118,2,2,2,GCF_000185185.1_ASM18518v1_genomic.gbff.gz,1510,2890,118,Helicobacter pylori India7,Helicobacter pylori
367,GCF_002073575.2,1548,2898,114,4,4,4,GCF_002073575.2_ASM207357v2_genomic.gbff.gz,1548,2897,114,Neisseria meningitidis,Neisseria meningitidis
368,GCF_003851925.1,1538,2916,116,5,5,6,GCF_003851925.1_ASM385192v1_genomic.gbff.gz,1538,2915,116,Pseudomonas chlororaphis subsp. aureofaciens,Pseudomonas chlororaphis
369,GCF_000270045.1,1511,2890,118,2,2,2,GCF_000270045.1_ASM27004v1_genomic.gbff.gz,1511,2890,118,Helicobacter pylori F32,Helicobacter pylori
370,GCF_000800275.1,1561,2914,114,5,5,5,GCF_000800275.1_ASM80027v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis M7124,Neisseria meningitidis
371,GCF_000325725.1,1547,2917,116,7,7,8,GCF_000325725.1_ASM32572v1_genomic.gbff.gz,1547,2914,116,Pseudomonas putida HB3267,Pseudomonas putida
372,GCF_003355275.1,1548,2898,114,4,4,4,GCF_003355275.1_ASM335527v1_genomic.gbff.gz,1548,2898,114,Neisseria meningitidis,Neisseria meningitidis
373,GCF_000496605.2,1544,2912,116,4,4,4,GCF_000496605.2_ASM49660v2_genomic.gbff.gz,1544,2912,116,Pseudomonas aeruginosa PA1,Pseudomonas aeruginosa
374,GCF_001900415.1,1556,2931,116,7,7,8,GCF_001900415.1_ASM190041v1_genomic.gbff.gz,1556,2931,116,Escherichia coli,Escherichia coli
375,GCF_003851955.1,1538,2916,116,5,5,6,GCF_003851955.1_ASM385195v1_genomic.gbff.gz,1538,2916,116,Pseudomonas chlororaphis subsp. aureofaciens,Pseudomonas chlororaphis
376,GCF_000344475.3,1540,2917,116,5,5,6,GCF_000344475.3_ASM34447v3_genomic.gbff.gz,1539,2917,116,Pseudomonas syringae pv. actinidiae str. Shaanxi_M228,Pseudomonas syringae
377,GCF_003112185.1,1554,2936,116,7,7,8,GCF_003112185.1_ASM311218v1_genomic.gbff.gz,1552,2923,116,Escherichia coli O26 str. RM8426,Escherichia coli
378,GCF_000623275.1,1556,3070,116,7,7,8,GCF_000623275.1_ASM62327v1_genomic.gbff.gz,1554,2927,116,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110361,Salmonella enterica
379,GCF_001900905.1,1556,2931,116,7,7,8,GCF_001900905.1_ASM190090v1_genomic.gbff.gz,1556,2908,116,Escherichia coli,Escherichia coli
380,GCF_000016565.1,1546,2914,116,4,4,4,GCF_000016565.1_ASM1656v1_genomic.gbff.gz,1546,2914,116,Pseudomonas mendocina ymp,Pseudomonas mendocina
381,GCF_003957825.1,1537,2912,116,4,4,4,GCF_003957825.1_ASM395782v1_genomic.gbff.gz,1537,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
382,GCF_002022745.1,1551,2898,114,4,4,4,GCF_002022745.1_ASM202274v1_genomic.gbff.gz,1551,2898,114,Neisseria lactamica,Neisseria lactamica
383,GCF_001127485.2,1557,3027,116,7,7,8,GCF_001127485.2_ERL041834_genomic.gbff.gz,1556,3027,116,Salmonella enterica subsp. enterica serovar Typhi,Salmonella enterica
384,GCF_001697365.1,1551,2898,114,4,4,4,GCF_001697365.1_ASM169736v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
385,GCF_003194245.1,1537,2912,116,4,4,4,GCF_003194245.1_ASM319424v1_genomic.gbff.gz,1537,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
386,GCF_002741455.1,1556,2936,116,7,7,8,GCF_002741455.1_ASM274145v1_genomic.gbff.gz,1554,2925,116,Escherichia coli O128:H27,Escherichia coli
387,GCF_003850385.1,1538,2916,116,5,5,6,GCF_003850385.1_ASM385038v1_genomic.gbff.gz,1538,2916,116,Pseudomonas chlororaphis subsp. piscium,Pseudomonas chlororaphis
388,GCF_001515845.2,1544,2912,116,4,4,4,GCF_001515845.2_ASM151584v2_genomic.gbff.gz,1155,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
389,GCF_001653475.1,1510,2891,118,1,1,1,GCF_001653475.1_ASM165347v1_genomic.gbff.gz,1510,2891,118,Helicobacter pylori,Helicobacter pylori
390,GCF_003030125.1,1554,3109,116,7,7,8,GCF_003030125.1_ASM303012v1_genomic.gbff.gz,1550,2925,116,Salmonella enterica,Salmonella enterica
391,GCF_003031875.1,1554,3114,116,7,7,8,GCF_003031875.1_ASM303187v1_genomic.gbff.gz,1554,2928,116,Salmonella enterica subsp. enterica serovar Tennessee,Salmonella enterica
392,GCF_002285475.1,1554,2934,116,7,7,8,GCF_002285475.1_ASM228547v1_genomic.gbff.gz,1554,2926,116,Escherichia albertii,Escherichia albertii
393,GCF_000648735.3,1548,2917,116,5,5,6,GCF_000648735.3_ASM64873v3_genomic.gbff.gz,1548,2917,116,Pseudomonas syringae pv. actinidiae ICMP 18884,Pseudomonas syringae
394,GCF_000026965.1,1551,2898,114,4,4,4,GCF_000026965.1_ASM2696v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis 8013,Neisseria meningitidis
395,GCF_002234775.1,1552,3114,116,7,7,8,GCF_002234775.1_ASM223477v1_genomic.gbff.gz,1552,2927,116,Salmonella enterica subsp. enterica serovar Braenderup,Salmonella enterica
396,GCF_003851165.1,1538,2916,116,5,5,6,GCF_003851165.1_ASM385116v1_genomic.gbff.gz,1538,2916,116,Pseudomonas chlororaphis subsp. aurantiaca,Pseudomonas chlororaphis
397,GCF_003019115.1,1554,2936,116,7,7,8,GCF_003019115.1_ASM301911v1_genomic.gbff.gz,1554,2924,116,Escherichia coli,Escherichia coli
398,GCF_002356595.1,1511,2891,118,2,2,2,GCF_002356595.1_ASM235659v1_genomic.gbff.gz,1511,2891,118,Helicobacter pylori,Helicobacter pylori
399,GCF_003856695.1,1554,2925,116,7,7,8,GCF_003856695.1_ASM385669v1_genomic.gbff.gz,1554,2924,116,Escherichia coli,Escherichia coli
400,GCF_001095585.2,1557,3027,116,7,7,8,GCF_001095585.2_ERL114000_genomic.gbff.gz,1556,3027,116,Salmonella enterica subsp. enterica serovar Typhi,Salmonella enterica
401,GCF_000264665.2,1538,2918,116,6,6,7,GCF_000264665.2_ASM26466v2_genomic.gbff.gz,1538,2915,116,Pseudomonas putida ND6,Pseudomonas putida
402,GCF_003571505.1,1537,2912,116,4,4,4,GCF_003571505.1_ASM357150v1_genomic.gbff.gz,1537,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
403,GCF_002952555.1,1509,2889,118,2,2,2,GCF_002952555.1_ASM295255v1_genomic.gbff.gz,1509,2889,118,Helicobacter pylori,Helicobacter pylori
404,GCF_003717855.1,1554,3027,116,7,7,8,GCF_003717855.1_ASM371785v1_genomic.gbff.gz,1554,3027,116,Salmonella enterica subsp. enterica serovar Typhi,Salmonella enterica
405,GCF_002943995.1,1538,2917,116,7,7,8,GCF_002943995.1_ASM294399v1_genomic.gbff.gz,1538,2916,116,Pseudomonas monteilii,Pseudomonas monteilii
406,GCF_003850605.1,1538,2913,116,5,5,6,GCF_003850605.1_ASM385060v1_genomic.gbff.gz,1538,2913,116,Pseudomonas chlororaphis,Pseudomonas chlororaphis
407,GCF_000307815.1,1509,2889,118,2,2,2,GCF_000307815.1_ASM30781v1_genomic.gbff.gz,1506,2888,118,Helicobacter pylori Rif1,Helicobacter pylori
408,GCF_002165115.2,1554,2932,116,7,7,8,GCF_002165115.2_ASM216511v2_genomic.gbff.gz,1554,2930,116,Escherichia coli,Escherichia coli
409,GCF_002208645.1,1544,2912,116,4,4,4,GCF_002208645.1_ASM220864v1_genomic.gbff.gz,1544,2911,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
410,GCF_003008495.1,1538,2914,116,4,4,4,GCF_003008495.1_ASM300849v1_genomic.gbff.gz,1537,2913,116,Pseudomonas stutzeri,Pseudomonas stutzeri
411,GCF_003850365.1,1538,2916,116,5,5,6,GCF_003850365.1_ASM385036v1_genomic.gbff.gz,1538,2916,116,Pseudomonas chlororaphis subsp. piscium,Pseudomonas chlororaphis
412,GCF_000626595.1,1551,2898,114,4,4,4,GCF_000626595.1_ASM62659v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
413,GCF_000496455.2,1544,2912,116,4,4,4,GCF_000496455.2_ASM49645v2_genomic.gbff.gz,1544,2912,116,Pseudomonas aeruginosa DHS01,Pseudomonas aeruginosa
414,GCF_002952355.1,1509,2890,118,2,2,2,GCF_002952355.1_ASM295235v1_genomic.gbff.gz,1509,2889,118,Helicobacter pylori,Helicobacter pylori
415,GCF_003429505.1,1514,2968,117,2,2,1,GCF_003429505.1_ASM342950v1_genomic.gbff.gz,1514,2966,117,Leptospira mayottensis,Leptospira mayottensis
416,GCF_002012185.1,1556,2933,116,7,7,8,GCF_002012185.1_ASM201218v1_genomic.gbff.gz,1556,2930,116,Escherichia coli,Escherichia coli
417,GCF_000750375.1,1556,3067,116,7,7,8,GCF_000750375.1_ASM75037v1_genomic.gbff.gz,1554,2925,116,Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella enterica
418,GCF_900174625.1,1556,2931,116,7,7,8,GCF_900174625.1_WI1-reUpload_genomic.gbff.gz,1556,2925,116,Escherichia coli,Escherichia coli
419,GCF_001697325.1,1551,2898,114,4,4,4,GCF_001697325.1_ASM169732v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
420,GCF_002073555.2,1548,2898,114,4,4,4,GCF_002073555.2_ASM207355v2_genomic.gbff.gz,1548,2897,114,Neisseria meningitidis,Neisseria meningitidis
421,GCF_000818035.1,1551,2898,114,4,4,4,GCF_000818035.1_ASM81803v1_genomic.gbff.gz,1551,2898,114,Neisseria elongata subsp. glycolytica ATCC 29315,Neisseria elongata
422,GCF_000439295.2,1511,2889,118,2,2,2,GCF_000439295.2_ASM43929v2_genomic.gbff.gz,1511,2889,118,Helicobacter pylori UM298,Helicobacter pylori
423,GCF_000392515.3,1510,2887,118,2,2,2,GCF_000392515.3_ASM39251v3_genomic.gbff.gz,1510,2887,118,Helicobacter pylori UM037,Helicobacter pylori
424,GCF_003213825.2,1501,2888,116,2,2,2,GCF_003213825.2_ASM321382v2_genomic.gbff.gz,1501,2888,116,Helicobacter cinaedi,Helicobacter cinaedi
425,GCF_004010895.1,1537,2912,116,4,4,4,GCF_004010895.1_ASM401089v1_genomic.gbff.gz,1537,2911,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
426,GCF_002073495.2,1514,2967,117,2,2,1,GCF_002073495.2_ASM207349v2_genomic.gbff.gz,1514,2966,117,Leptospira interrogans serovar Copenhageni,Leptospira interrogans
427,GCF_002237425.1,1544,2912,116,4,4,4,GCF_002237425.1_ASM223742v1_genomic.gbff.gz,1544,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
428,GCF_001697965.1,1551,2898,114,4,4,4,GCF_001697965.1_ASM169796v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
429,GCF_003856675.1,1554,2932,116,7,7,8,GCF_003856675.1_ASM385667v1_genomic.gbff.gz,1552,2925,116,Escherichia coli,Escherichia coli
430,GCF_003851145.1,1538,2916,116,5,5,6,GCF_003851145.1_ASM385114v1_genomic.gbff.gz,1538,2915,116,Pseudomonas chlororaphis,Pseudomonas chlororaphis
431,GCF_000348865.1,1510,2892,118,2,2,2,GCF_000348865.1_ASM34886v1_genomic.gbff.gz,1510,2892,118,Helicobacter pylori OK113,Helicobacter pylori
432,GCF_002946375.1,1554,3112,116,7,7,8,GCF_002946375.1_ASM294637v1_genomic.gbff.gz,1546,2922,116,Salmonella enterica subsp. enterica serovar Derby,Salmonella enterica
433,GCF_003073735.1,1537,2912,116,4,4,4,GCF_003073735.1_ASM307373v1_genomic.gbff.gz,1537,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
434,GCF_003363755.1,1540,2916,116,5,5,7,GCF_003363755.1_ASM336375v1_genomic.gbff.gz,1540,2916,116,Pseudomonas protegens,Pseudomonas protegens
435,GCF_000344355.2,1548,2917,116,5,5,6,GCF_000344355.2_ASM34435v2_genomic.gbff.gz,1548,2917,116,Pseudomonas syringae pv. actinidiae ICMP 18708,Pseudomonas syringae
436,GCF_000007565.2,1522,2902,120,7,7,8,GCF_000007565.2_ASM756v2_genomic.gbff.gz,1522,2902,120,Pseudomonas putida KT2440,Pseudomonas putida
437,GCF_003073895.1,1537,2912,116,4,4,4,GCF_003073895.1_ASM307389v1_genomic.gbff.gz,1537,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
438,GCF_900636195.1,1554,2927,116,7,7,8,GCF_900636195.1_39220_B01_genomic.gbff.gz,1554,2924,116,Escherichia coli,Escherichia coli
439,GCF_000007805.1,1518,2903,120,5,5,5,GCF_000007805.1_ASM780v1_genomic.gbff.gz,1518,2903,120,Pseudomonas syringae pv. tomato str. DC3000,Pseudomonas syringae
440,GCF_001077475.1,1544,2912,116,4,4,4,GCF_001077475.1_ASM107747v1_genomic.gbff.gz,1544,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
441,GCF_002952475.1,1509,2889,118,2,2,2,GCF_002952475.1_ASM295247v1_genomic.gbff.gz,1509,2889,118,Helicobacter pylori,Helicobacter pylori
442,GCF_003351545.1,1546,2898,114,4,4,4,GCF_003351545.1_ASM335154v1_genomic.gbff.gz,1546,2898,114,Neisseria elongata,Neisseria elongata
443,GCF_000083565.1,1551,2898,114,4,4,4,GCF_000083565.1_ASM8356v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis alpha14,Neisseria meningitidis
444,GCF_001602135.1,1547,2918,116,5,5,6,GCF_001602135.1_ASM160213v1_genomic.gbff.gz,1547,2916,116,Pseudomonas chlororaphis,Pseudomonas chlororaphis
445,GCF_001516365.2,1544,2912,116,4,4,4,GCF_001516365.2_ASM151636v2_genomic.gbff.gz,1544,2911,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
446,GCF_003718615.1,1554,3027,116,7,7,8,GCF_003718615.1_ASM371861v1_genomic.gbff.gz,1554,3027,116,Salmonella enterica subsp. enterica serovar Typhi,Salmonella enterica
447,GCF_001952935.1,1549,2916,116,7,7,8,GCF_001952935.1_ASM195293v1_genomic.gbff.gz,1544,2916,116,Pseudomonas frederiksbergensis,Pseudomonas frederiksbergensis
448,GCF_003571465.1,1548,2898,114,4,4,4,GCF_003571465.1_ASM357146v1_genomic.gbff.gz,1548,2898,114,Neisseria gonorrhoeae,Neisseria gonorrhoeae
449,GCF_000814145.2,1556,2933,116,7,7,8,GCF_000814145.2_ASM81414v2_genomic.gbff.gz,1556,2930,116,Escherichia coli,Escherichia coli
450,GCF_000600165.1,1510,2900,118,2,2,2,GCF_000600165.1_ASM60016v1_genomic.gbff.gz,1510,2888,118,Helicobacter pylori oki422,Helicobacter pylori
451,GCF_000988395.1,1549,2918,116,5,5,6,GCF_000988395.1_ASM98839v1_genomic.gbff.gz,1548,2918,116,Pseudomonas syringae pv. syringae HS191,Pseudomonas syringae
452,GCF_900637045.1,1537,2912,116,4,4,4,GCF_900637045.1_46837_C02_genomic.gbff.gz,1537,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
453,GCF_001874465.1,1544,2912,116,4,4,4,GCF_001874465.1_ASM187446v1_genomic.gbff.gz,1544,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
454,GCF_000226035.2,1541,2919,116,8,9,8,GCF_000226035.2_ASM22603v3_genomic.gbff.gz,1345,2875,116,Pseudomonas putida B6-2,Pseudomonas putida
455,GCF_003722195.1,1554,2939,116,7,7,8,GCF_003722195.1_ASM372219v1_genomic.gbff.gz,1552,2923,116,Escherichia coli O157:H7,Escherichia coli
456,GCF_000691565.1,1549,2918,116,5,5,6,GCF_000691565.1_ASM69156v1_genomic.gbff.gz,1546,2916,115,Pseudomonas putida,Pseudomonas putida
457,GCF_003595645.1,1554,3109,116,7,7,8,GCF_003595645.1_ASM359564v1_genomic.gbff.gz,1552,2927,116,Salmonella enterica subsp. enterica serovar Dublin,Salmonella enterica
458,GCF_000988485.1,1548,2918,116,5,5,6,GCF_000988485.1_ASM98848v1_genomic.gbff.gz,1548,2918,116,Pseudomonas syringae pv. syringae B301D,Pseudomonas syringae
459,GCF_000011725.1,1511,2890,118,2,2,2,GCF_000011725.1_ASM1172v1_genomic.gbff.gz,1511,2890,118,Helicobacter pylori 51,Helicobacter pylori
460,GCF_900636825.1,1539,2918,116,6,6,8,GCF_900636825.1_44858_E01_genomic.gbff.gz,1538,2918,116,Pseudomonas fluorescens,Pseudomonas fluorescens
461,GCF_001618925.1,1544,2912,116,4,4,4,GCF_001618925.1_ASM161892v1_genomic.gbff.gz,1544,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
462,GCF_002934065.1,1538,2916,116,6,6,7,GCF_002934065.1_ASM293406v1_genomic.gbff.gz,1538,2916,116,Pseudomonas orientalis,Pseudomonas orientalis
463,GCF_000512125.1,1561,2941,116,7,7,8,GCF_000512125.1_ASM51212v1_genomic.gbff.gz,1553,2929,116,Escherichia albertii KF1,Escherichia albertii
464,GCF_003073795.1,1537,2912,116,4,4,4,GCF_003073795.1_ASM307379v1_genomic.gbff.gz,1537,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
465,GCF_003860365.1,1552,2932,116,7,7,8,GCF_003860365.1_ASM386036v1_genomic.gbff.gz,1552,2930,116,Escherichia albertii,Escherichia albertii
