,Organism (NCBI),Accession Number,File Name,Species (GTDB),Longest 16S,Consensus 16S,Copies 16S,Longest 23S,Consensus 23S,Copies 23S,Longest 5S,Consensus 5S,Copies 5S
541,Pseudomonas chlororaphis subsp. piscium,GCF_003008635.1,GCF_003008635.1_ASM300863v1_genomic.gbff.gz,Pseudomonas_E piscium,1538,1538,5,2916,2916,5,116,116,6
526,Pseudomonas monteilii SB3078,GCF_000510285.1,GCF_000510285.1_ASM51028v1_genomic.gbff.gz,Pseudomonas_E monteilii_B,1547,1547,6,2916,2916,6,116,116,7
262,Pseudomonas monteilii SB3101,GCF_000510325.1,GCF_000510325.1_ASM51032v1_genomic.gbff.gz,Pseudomonas_E monteilii_B,1547,1547,6,2916,2916,6,116,116,7
633,Pseudomonas plecoglossicida,GCF_000831585.1,GCF_000831585.1_ASM83158v1_genomic.gbff.gz,Pseudomonas_E monteilii_B,1547,1547,7,2913,2916,7,116,116,8
485,Pseudomonas protegens Cab57,GCF_000828695.1,GCF_000828695.1_ASM82869v1_genomic.gbff.gz,Pseudomonas_E protegens,1549,1550,5,2916,2916,5,116,116,6
75,Pseudomonas protegens CHA0,GCF_000397205.1,GCF_000397205.1_ASM39720v1_genomic.gbff.gz,Pseudomonas_E protegens,1549,1549,5,2916,2916,5,116,116,5
554,Pseudomonas protegens,GCF_002006545.1,GCF_002006545.1_ASM200654v1_genomic.gbff.gz,Pseudomonas_E protegens,1544,1550,5,2911,2917,5,115,116,6
67,Pseudomonas protegens,GCF_002208745.2,GCF_002208745.2_ASM220874v2_genomic.gbff.gz,Pseudomonas_E protegens,1539,1540,5,2914,2916,5,116,116,6
607,Pseudomonas protegens Pf-5,GCF_000012265.1,GCF_000012265.1_ASM1226v1_genomic.gbff.gz,Pseudomonas_E protegens,1549,1549,5,2916,2916,5,116,116,6
606,Pseudomonas putida BIRD-1,GCF_000183645.1,GCF_000183645.1_ASM18364v1_genomic.gbff.gz,Pseudomonas_E hunanensis,1547,1547,7,2914,2917,7,116,116,8
567,Pseudomonas putida F1,GCF_000016865.1,GCF_000016865.1_ASM1686v1_genomic.gbff.gz,Pseudomonas_E hunanensis,1547,1547,6,2914,2917,6,116,116,7
149,Pseudomonas putida HB3267,GCF_000325725.1,GCF_000325725.1_ASM32572v1_genomic.gbff.gz,Pseudomonas_E monteilii_B,1547,1547,7,2914,2917,7,116,116,8
372,Pseudomonas putida JB,GCF_001767335.1,GCF_001767335.1_ASM176733v1_genomic.gbff.gz,Pseudomonas_E hunanensis,1546,1547,6,2917,2920,6,115,116,7
364,Pseudomonas putida KT2440,GCF_000007565.2,GCF_000007565.2_ASM756v2_genomic.gbff.gz,Pseudomonas_E hunanensis,1522,1522,7,2902,2902,7,120,120,8
229,Pseudomonas putida ND6,GCF_000264665.2,GCF_000264665.2_ASM26466v2_genomic.gbff.gz,Pseudomonas_E hunanensis,1538,1538,6,2915,2918,6,116,116,7
127,Pseudomonas putida S12,GCF_000495455.2,GCF_000495455.2_ASM49545v2_genomic.gbff.gz,Pseudomonas_E hunanensis,1547,1547,6,2917,2917,6,116,116,6
152,Pseudomonas putida S16,GCF_000219705.1,GCF_000219705.1_ASM21970v1_genomic.gbff.gz,Pseudomonas_E monteilii_B,1547,1549,6,2917,2918,6,116,116,7
337,Pseudomonas putida SJTE-1,GCF_000271965.2,GCF_000271965.2_ASM27196v2_genomic.gbff.gz,Pseudomonas_E hunanensis,1547,1547,6,2914,2917,6,116,116,7
376,Pseudomonas savastanoi pv. phaseolicola 1448A,GCF_000012205.1,GCF_000012205.1_ASM1220v1_genomic.gbff.gz,Pseudomonas_E ficuserectae,1548,1548,5,2917,2917,5,116,116,6
134,Pseudomonas savastanoi pv. savastanoi NCPPB 3335,GCF_000164015.3,GCF_000164015.3_ASM16401v3_genomic.gbff.gz,Pseudomonas_E ficuserectae,1548,1548,5,2917,2917,5,116,116,6
671,Pseudomonas sp. FGI182,GCF_000511325.1,GCF_000511325.1_ASM51132v1_genomic.gbff.gz,Pseudomonas_E monteilii_B,1547,1549,7,2916,2917,7,116,116,8
35,Pseudomonas sp. JY-Q,GCF_001655295.1,GCF_001655295.1_ASM165529v1_genomic.gbff.gz,Pseudomonas_E hunanensis,1547,1547,7,2914,2917,7,116,116,8
84,Pseudomonas sp. SWI36,GCF_002948105.1,GCF_002948105.1_ASM294810v1_genomic.gbff.gz,Pseudomonas_E hunanensis,1538,1538,7,2914,2917,7,116,116,8
464,Pseudomonas sp. XWY-1,GCF_002953115.1,GCF_002953115.1_ASM295311v1_genomic.gbff.gz,Pseudomonas_E hunanensis,1538,1538,7,2915,2918,7,116,116,8
230,Pseudomonas stutzeri A1501,GCF_000013785.1,GCF_000013785.1_ASM1378v1_genomic.gbff.gz,Pseudomonas_A stutzeri,1546,1549,4,2915,2915,4,116,116,4
338,Pseudomonas stutzeri DSM 4166,GCF_000195105.1,GCF_000195105.1_ASM19510v1_genomic.gbff.gz,Pseudomonas_A stutzeri,1549,1549,4,2915,2915,4,116,116,4
501,Pseudomonas stutzeri,GCF_000219605.1,GCF_000219605.1_ASM21960v1_genomic.gbff.gz,Pseudomonas_A stutzeri,1549,1549,4,2915,2915,4,116,116,4
411,Pseudomonas stutzeri,GCF_001038645.1,GCF_001038645.1_ASM103864v1_genomic.gbff.gz,Pseudomonas_A stutzeri,1546,1548,4,2909,2913,4,116,116,4
307,Pseudomonas stutzeri,GCF_003008495.1,GCF_003008495.1_ASM300849v1_genomic.gbff.gz,Pseudomonas_A stutzeri,1537,1538,4,2913,2914,4,116,116,4
87,Pseudomonas syringae,GCF_900235815.1,GCF_900235815.1_CFBP3840_genomic.gbff.gz,Pseudomonas_E ficuserectae,1540,1540,5,2917,2917,5,116,116,6
318,Pseudomonas syringae,GCF_900289125.1,GCF_900289125.1_CFBP2116_finsihed_replicons_genomic.gbff.gz,Pseudomonas_E ficuserectae,1540,1540,5,2916,2917,5,116,116,6
399,Pseudomonas syringae group genomosp. 3,GCF_900235905.1,GCF_900235905.1_CFBP6411_genomic.gbff.gz,Pseudomonas_E avellanae,1540,1540,5,2918,2918,5,116,116,6
297,Pseudomonas syringae pv. actinidiae,GCF_001913215.1,GCF_001913215.1_ASM191321v1_genomic.gbff.gz,Pseudomonas_E avellanae,1547,1548,5,2917,2917,5,116,116,6
499,Pseudomonas syringae pv. actinidiae,GCF_001913235.1,GCF_001913235.1_ASM191323v1_genomic.gbff.gz,Pseudomonas_E avellanae,1548,1548,5,2917,2917,5,116,116,6
4,Pseudomonas syringae pv. actinidiae,GCF_002024285.1,GCF_002024285.1_ASM202428v1_genomic.gbff.gz,Pseudomonas_E avellanae,1548,1548,5,2917,2917,5,116,116,6
263,Pseudomonas syringae pv. actinidiae,GCF_002024305.1,GCF_002024305.1_ASM202430v1_genomic.gbff.gz,Pseudomonas_E avellanae,1548,1548,5,2917,2917,5,116,116,6
253,Pseudomonas syringae pv. actinidiae,GCF_002763655.1,GCF_002763655.1_ASM276365v1_genomic.gbff.gz,Pseudomonas_E avellanae,1536,1540,5,2907,2917,5,116,116,6
602,Pseudomonas syringae pv. actinidiae ICMP 18708,GCF_000344355.2,GCF_000344355.2_ASM34435v2_genomic.gbff.gz,Pseudomonas_E avellanae,1548,1548,5,2917,2917,5,116,116,6
332,Pseudomonas syringae pv. actinidiae ICMP 18884,GCF_000648735.3,GCF_000648735.3_ASM64873v3_genomic.gbff.gz,Pseudomonas_E avellanae,1548,1548,5,2917,2917,5,116,116,6
656,Pseudomonas syringae pv. actinidiae ICMP 9853,GCF_000344335.2,GCF_000344335.2_ASM34433v2_genomic.gbff.gz,Pseudomonas_E avellanae,1548,1548,5,2917,2917,5,116,116,6
524,Pseudomonas syringae pv. avii,GCF_900235835.1,GCF_900235835.1_CFBP3846_genomic.gbff.gz,Pseudomonas_E avellanae,1540,1540,5,2917,2917,5,116,116,6
17,Pseudomonas syringae pv. cerasicola,GCF_900235885.1,GCF_900235885.1_CFBP6109_genomic.gbff.gz,Pseudomonas_E ficuserectae,1540,1540,5,2917,2917,5,116,116,6
652,Pseudomonas syringae pv. syringae B301D,GCF_000988485.1,GCF_000988485.1_ASM98848v1_genomic.gbff.gz,Pseudomonas_E syringae_M,1548,1548,5,2918,2918,5,116,116,6
539,Pseudomonas syringae pv. syringae B728a,GCF_000012245.1,GCF_000012245.1_ASM1224v1_genomic.gbff.gz,Pseudomonas_E syringae_M,1538,1538,5,2903,2903,5,115,115,6
23,Pseudomonas syringae pv. syringae,GCF_002905815.2,GCF_002905815.2_ASM290581v2_genomic.gbff.gz,Pseudomonas_E syringae_M,1540,1540,5,2918,2918,5,116,116,5
222,Pseudomonas syringae pv. syringae,GCF_900235825.1,GCF_900235825.1_CFBP4215_genomic.gbff.gz,Pseudomonas_E syringae_M,1540,1540,5,2918,2918,5,116,116,6
279,Pseudomonas syringae pv. syringae,GCF_900235865.1,GCF_900235865.1_CFBP2118_genomic.gbff.gz,Pseudomonas_E syringae_M,1540,1540,5,2918,2918,5,116,116,6
495,Pseudomonas syringae pv. tomato,GCF_002966555.1,GCF_002966555.1_ASM296655v1_genomic.gbff.gz,Pseudomonas_E avellanae,1540,1540,5,2917,2917,5,116,116,6
105,Pseudomonas syringae pv. tomato str. DC3000,GCF_000007805.1,GCF_000007805.1_ASM780v1_genomic.gbff.gz,Pseudomonas_E avellanae,1518,1518,5,2903,2903,5,120,120,5
618,Staphylococcus aureus 04-02981,GCF_000025145.1,GCF_000025145.1_ASM2514v1_genomic.gbff.gz,Staphylococcus aureus,1557,1557,5,2926,2926,5,115,115,7
315,Staphylococcus aureus,GCF_000597965.1,GCF_000597965.1_ASM59796v1_genomic.gbff.gz,Staphylococcus aureus,1557,1557,6,2926,2926,6,115,115,7
368,Staphylococcus aureus,GCF_000815245.1,GCF_000815245.1_ASM81524v1_genomic.gbff.gz,Staphylococcus aureus,1557,1557,5,2926,2926,5,115,115,6
349,Staphylococcus aureus,GCF_000953255.1,GCF_000953255.1_Staphylococcus_aureus_Sa_ILRI_217_genomic.gbff.gz,Staphylococcus aureus,1557,1557,5,2926,2927,5,115,115,6
210,Staphylococcus aureus,GCF_000969225.1,GCF_000969225.1_ASM96922v1_genomic.gbff.gz,Staphylococcus aureus,1557,1557,5,2926,2926,5,115,115,6
535,Staphylococcus aureus,GCF_001018655.2,GCF_001018655.2_ASM101865v2_genomic.gbff.gz,Staphylococcus aureus,1554,1554,6,2926,2926,6,115,115,7
38,Staphylococcus aureus,GCF_001018975.2,GCF_001018975.2_ASM101897v2_genomic.gbff.gz,Staphylococcus aureus,1554,1554,6,2926,2927,6,115,115,7
78,Staphylococcus aureus,GCF_001019255.2,GCF_001019255.2_ASM101925v2_genomic.gbff.gz,Staphylococcus aureus,1554,1556,7,2923,2926,7,115,115,8
94,Staphylococcus aureus,GCF_001045795.2,GCF_001045795.2_ASM104579v2_genomic.gbff.gz,Staphylococcus aureus,1557,1557,6,2926,2926,6,115,115,7
378,Staphylococcus aureus,GCF_001298325.2,GCF_001298325.2_ASM129832v2_genomic.gbff.gz,Staphylococcus aureus,1556,1557,5,2926,2930,5,115,115,6
594,Staphylococcus aureus,GCF_001457495.1,GCF_001457495.1_NCTC13435_genomic.gbff.gz,Staphylococcus aureus,1557,1557,6,2926,2926,6,115,115,7
406,Staphylococcus aureus,GCF_001465675.1,GCF_001465675.1_ASM146567v1_genomic.gbff.gz,Staphylococcus aureus,1557,1557,6,2927,2928,6,115,115,7
272,Staphylococcus aureus,GCF_001594205.1,GCF_001594205.1_ASM159420v1_genomic.gbff.gz,Staphylococcus aureus,1557,1557,5,2927,2927,5,115,115,6
209,Staphylococcus aureus,GCF_001611345.1,GCF_001611345.1_ASM161134v1_genomic.gbff.gz,Staphylococcus aureus,1549,1557,6,2924,2926,6,115,115,7
565,Staphylococcus aureus,GCF_001956755.1,GCF_001956755.1_ASM195675v1_genomic.gbff.gz,Staphylococcus aureus,1556,1557,5,2926,2927,5,115,117,7
488,Staphylococcus aureus,GCF_001975005.1,GCF_001975005.1_ASM197500v1_genomic.gbff.gz,Staphylococcus aureus,1556,1557,6,2926,2926,6,115,115,7
341,Staphylococcus aureus,GCF_002000765.1,GCF_002000765.1_ASM200076v1_genomic.gbff.gz,Staphylococcus aureus,1557,1557,5,2926,2926,5,115,115,6
59,Staphylococcus aureus,GCF_002209325.1,GCF_002209325.1_ASM220932v1_genomic.gbff.gz,Staphylococcus aureus,1557,1558,5,2926,2927,5,115,115,6
121,Staphylococcus aureus,GCF_002355355.1,GCF_002355355.1_ASM235535v1_genomic.gbff.gz,Staphylococcus aureus,1557,1557,6,2926,2927,6,115,115,7
552,Staphylococcus aureus,GCF_002952015.1,GCF_002952015.1_ASM295201v1_genomic.gbff.gz,Staphylococcus aureus,1554,1554,1,2926,2926,1,115,115,1
676,Staphylococcus aureus,GCF_003030065.1,GCF_003030065.1_ASM303006v1_genomic.gbff.gz,Staphylococcus aureus,1554,1554,6,2926,2927,6,115,115,7
511,Staphylococcus aureus,GCF_003031425.1,GCF_003031425.1_ASM303142v1_genomic.gbff.gz,Staphylococcus aureus,1554,1555,6,2926,2927,6,115,115,7
410,Staphylococcus aureus,GCF_003185005.1,GCF_003185005.1_ASM318500v1_genomic.gbff.gz,Staphylococcus aureus,1554,1554,6,2926,2927,6,115,115,7
161,Staphylococcus aureus,GCF_003193705.1,GCF_003193705.1_ASM319370v1_genomic.gbff.gz,Staphylococcus aureus,1553,1554,5,2921,2926,5,115,115,6
357,Staphylococcus aureus,GCF_003203635.1,GCF_003203635.1_ASM320363v1_genomic.gbff.gz,Staphylococcus aureus,1552,1554,6,2922,2927,6,115,115,7
534,Staphylococcus aureus,GCF_900017775.1,GCF_900017775.1_NZAK3_genomic.gbff.gz,Staphylococcus aureus,1557,1557,5,2926,2926,5,115,115,6
82,Staphylococcus aureus,GCF_900474665.1,GCF_900474665.1_41236_D02_genomic.gbff.gz,Staphylococcus aureus,1554,1555,6,2926,2926,6,115,115,7
88,Staphylococcus aureus subsp. aureus COL,GCF_000012045.1,GCF_000012045.1_ASM1204v1_genomic.gbff.gz,Staphylococcus aureus,1557,1557,6,2926,2926,6,115,115,7
249,Staphylococcus aureus subsp. aureus MW2,GCF_000011265.1,GCF_000011265.1_ASM1126v1_genomic.gbff.gz,Staphylococcus aureus,1557,1557,6,2926,2926,6,115,115,7
484,Staphylococcus aureus subsp. aureus NCTC 8325,GCF_900475245.1,GCF_900475245.1_43024_E01_genomic.gbff.gz,Staphylococcus aureus,1554,1554,6,2926,2926,6,115,115,7
449,Staphylococcus epidermidis ATCC 12228,GCF_000007645.1,GCF_000007645.1_ASM764v1_genomic.gbff.gz,Staphylococcus epidermidis,1554,1554,5,2828,2833,5,115,115,6
194,Staphylococcus epidermidis,GCF_000759555.1,GCF_000759555.1_ASM75955v1_genomic.gbff.gz,Staphylococcus epidermidis,1554,1556,6,2925,2933,6,115,115,7
244,Staphylococcus epidermidis,GCF_002085695.1,GCF_002085695.1_ASM208569v1_genomic.gbff.gz,Staphylococcus epidermidis,1553,1553,6,2927,2933,6,115,115,7
251,Staphylococcus epidermidis,GCF_002215535.1,GCF_002215535.1_ASM221553v1_genomic.gbff.gz,Staphylococcus epidermidis,1556,1556,6,2926,2932,6,115,115,7
432,Staphylococcus epidermidis,GCF_002850315.1,GCF_002850315.1_ASM285031v1_genomic.gbff.gz,Staphylococcus epidermidis,1553,1553,6,2931,2931,6,115,115,7
649,Staphylococcus epidermidis,GCF_002944995.1,GCF_002944995.1_ASM294499v1_genomic.gbff.gz,Staphylococcus epidermidis,1553,1553,6,2930,2931,6,115,115,7
426,Staphylococcus epidermidis,GCF_002954055.1,GCF_002954055.1_ASM295405v1_genomic.gbff.gz,Staphylococcus epidermidis,1552,1554,6,2930,2931,6,115,115,7
476,Staphylococcus epidermidis,GCF_900086615.1,GCF_900086615.1_BPH0662_genomic.gbff.gz,Staphylococcus epidermidis,1556,1556,5,2931,2932,5,115,115,6
44,Staphylococcus epidermidis PM221,GCF_000751035.1,GCF_000751035.1_PM221_genomic.gbff.gz,Staphylococcus epidermidis,1556,1556,6,2930,2937,6,115,115,7
467,Staphylococcus epidermidis RP62A,GCF_000011925.1,GCF_000011925.1_ASM1192v1_genomic.gbff.gz,Staphylococcus epidermidis,1556,1556,6,2931,2931,6,115,115,7
679,Staphylococcus equorum,GCF_001432245.1,GCF_001432245.1_ASM143224v1_genomic.gbff.gz,Staphylococcus equorum_B,1558,1558,7,2938,2942,7,115,115,8
267,Staphylococcus equorum,GCF_001682235.1,GCF_001682235.1_ASM168223v1_genomic.gbff.gz,Staphylococcus equorum_B,1558,1558,7,2939,2939,7,115,115,8
503,Staphylococcus equorum,GCF_001683315.1,GCF_001683315.1_ASM168331v1_genomic.gbff.gz,Staphylococcus equorum_B,1558,1558,7,2938,2938,7,115,115,8
427,Staphylococcus haemolyticus,GCF_001611955.1,GCF_001611955.1_ASM161195v1_genomic.gbff.gz,Staphylococcus haemolyticus,1556,1556,6,2926,2926,6,115,115,7
144,Staphylococcus haemolyticus,GCF_002906595.1,GCF_002906595.1_ASM290659v1_genomic.gbff.gz,Staphylococcus haemolyticus,1553,1553,6,2926,2926,6,115,115,7
609,Staphylococcus haemolyticus,GCF_002906615.1,GCF_002906615.1_ASM290661v1_genomic.gbff.gz,Staphylococcus haemolyticus,1552,1554,6,2923,2927,6,115,115,7
662,Staphylococcus haemolyticus,GCF_002952715.2,GCF_002952715.2_ASM295271v2_genomic.gbff.gz,Staphylococcus haemolyticus,1551,1553,6,2925,2927,6,115,115,7
140,Staphylococcus haemolyticus JCSC1435,GCF_000009865.1,GCF_000009865.1_ASM986v1_genomic.gbff.gz,Staphylococcus haemolyticus,1556,1556,5,2926,2926,5,115,115,6
109,Staphylococcus lugdunensis,GCF_001558775.1,GCF_001558775.1_ASM155877v1_genomic.gbff.gz,Staphylococcus lugdunensis,1556,1556,6,2924,2925,6,115,115,7
326,Staphylococcus lugdunensis,GCF_001558815.2,GCF_001558815.2_ASM155881v2_genomic.gbff.gz,Staphylococcus lugdunensis,1553,1553,6,2923,2924,6,115,115,7
674,Staphylococcus lugdunensis,GCF_002073395.2,GCF_002073395.2_ASM207339v2_genomic.gbff.gz,Staphylococcus lugdunensis,1553,1553,5,2923,2924,5,115,115,6
41,Staphylococcus lugdunensis,GCF_002250095.2,GCF_002250095.2_ASM225009v2_genomic.gbff.gz,Staphylococcus lugdunensis,1556,1556,6,2906,2925,6,115,116,8
303,Staphylococcus lugdunensis,GCF_002407165.1,GCF_002407165.1_ASM240716v1_genomic.gbff.gz,Staphylococcus lugdunensis,1555,1556,6,2922,2924,6,115,115,7
383,Staphylococcus lugdunensis,GCF_002591215.1,GCF_002591215.1_ASM259121v1_genomic.gbff.gz,Staphylococcus lugdunensis,1555,1556,6,2922,2924,6,115,115,7
493,Staphylococcus lugdunensis,GCF_900474705.1,GCF_900474705.1_41236_B02_genomic.gbff.gz,Staphylococcus lugdunensis,1553,1553,6,2924,2924,6,115,115,7
310,Staphylococcus lugdunensis,GCF_900478255.1,GCF_900478255.1_34211_E02_genomic.gbff.gz,Staphylococcus lugdunensis,1553,1553,5,2924,2924,5,115,115,6
304,Staphylococcus lugdunensis HKU09-01,GCF_000025085.1,GCF_000025085.1_ASM2508v1_genomic.gbff.gz,Staphylococcus lugdunensis,1556,1556,6,2924,2924,6,115,115,7
362,Staphylococcus lugdunensis N920143,GCF_000270465.1,GCF_000270465.1_ASM27046v1_genomic.gbff.gz,Staphylococcus lugdunensis,1276,1556,5,2921,2928,4,115,115,6
236,Staphylococcus pseudintermedius ED99,GCF_000189495.1,GCF_000189495.1_ASM18949v1_genomic.gbff.gz,Staphylococcus pseudintermedius,1557,1557,5,2923,2926,5,115,115,6
285,Staphylococcus pseudintermedius,GCF_001682335.1,GCF_001682335.1_ASM168233v1_genomic.gbff.gz,Staphylococcus pseudintermedius,1556,1557,6,2646,2926,5,115,115,7
553,Staphylococcus pseudintermedius,GCF_001682435.2,GCF_001682435.2_ASM168243v2_genomic.gbff.gz,Staphylococcus pseudintermedius,1556,1557,5,2621,2926,4,115,115,7
159,Staphylococcus pseudintermedius,GCF_001685665.2,GCF_001685665.2_ASM168566v2_genomic.gbff.gz,Staphylococcus pseudintermedius,1110,1562,5,2632,2924,3,115,115,7
14,Staphylococcus pseudintermedius HKU10-03,GCF_000185885.1,GCF_000185885.1_ASM18588v1_genomic.gbff.gz,Staphylococcus pseudintermedius,1556,1557,6,2922,2926,6,115,115,7
470,Staphylococcus saprophyticus,GCF_001558275.2,GCF_001558275.2_ASM155827v2_genomic.gbff.gz,Staphylococcus saprophyticus,1555,1555,6,2930,2930,6,115,115,7
48,Staphylococcus saprophyticus,GCF_001558375.2,GCF_001558375.2_ASM155837v2_genomic.gbff.gz,Staphylococcus saprophyticus,1555,1555,6,2927,2938,6,115,115,7
657,Staphylococcus saprophyticus,GCF_002208905.1,GCF_002208905.1_ASM220890v2_genomic.gbff.gz,Staphylococcus saprophyticus,1555,1555,6,2929,2930,6,115,115,7
58,Staphylococcus saprophyticus,GCF_002209265.1,GCF_002209265.1_ASM220926v2_genomic.gbff.gz,Staphylococcus saprophyticus,1554,1555,6,2929,2930,6,115,115,7
219,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305,GCF_000010125.1,GCF_000010125.1_ASM1012v1_genomic.gbff.gz,Staphylococcus saprophyticus,1558,1558,6,2930,2930,6,115,115,7
213,Staphylococcus schleiferi,GCF_001188855.1,GCF_001188855.1_ASM118885v1_genomic.gbff.gz,Staphylococcus schleiferi,1556,1556,6,2928,2933,6,115,115,7
55,Staphylococcus schleiferi,GCF_001188875.1,GCF_001188875.1_ASM118887v1_genomic.gbff.gz,Staphylococcus schleiferi,1556,1557,5,2932,2933,5,115,115,6
239,Staphylococcus schleiferi,GCF_001188895.1,GCF_001188895.1_ASM118889v1_genomic.gbff.gz,Staphylococcus schleiferi,1556,1557,6,2932,2933,6,115,115,7
85,Staphylococcus schleiferi,GCF_001188915.1,GCF_001188915.1_ASM118891v1_genomic.gbff.gz,Staphylococcus schleiferi,1556,1557,6,2932,2933,6,115,115,7
187,Staphylococcus schleiferi,GCF_001548255.1,GCF_001548255.1_ASM154825v1_genomic.gbff.gz,Staphylococcus schleiferi,1557,1557,5,2933,2933,5,115,115,6
419,Staphylococcus simulans,GCF_001559115.2,GCF_001559115.2_ASM155911v2_genomic.gbff.gz,Staphylococcus simulans,1553,1553,6,2928,2930,6,115,115,6
660,Staphylococcus simulans,GCF_002386185.1,GCF_002386185.1_ASM238618v1_genomic.gbff.gz,Staphylococcus simulans,1554,1555,6,2927,2929,6,115,115,6
112,Staphylococcus simulans,GCF_003006055.1,GCF_003006055.1_ASM300605v1_genomic.gbff.gz,Staphylococcus simulans,1553,1554,6,2926,2928,6,115,115,6
323,Staphylococcus simulans,GCF_003006075.1,GCF_003006075.1_ASM300607v1_genomic.gbff.gz,Staphylococcus simulans,1554,1554,6,2928,2928,6,115,115,6
593,Staphylococcus simulans,GCF_003076375.1,GCF_003076375.1_ASM307637v1_genomic.gbff.gz,Staphylococcus simulans,1554,1554,6,2928,2928,6,115,115,6
108,Staphylococcus simulans,GCF_003096155.1,GCF_003096155.1_ASM309615v1_genomic.gbff.gz,Staphylococcus simulans,1554,1554,6,2928,2928,6,115,115,6
81,Staphylococcus simulans,GCF_900474685.1,GCF_900474685.1_40961_B01_genomic.gbff.gz,Staphylococcus simulans,1554,1554,6,2928,2930,6,115,116,6
558,Staphylococcus sp. AntiMn-1,GCF_001663395.1,GCF_001663395.1_ASM166339v1_genomic.gbff.gz,Staphylococcus equorum_B,1537,1560,7,2930,2938,7,115,115,8
141,Staphylococcus xylosus,GCF_000706685.1,GCF_000706685.1_ASM70668v1_genomic.gbff.gz,Staphylococcus xylosus,1558,1558,4,2927,2927,4,115,115,5
646,Staphylococcus xylosus,GCF_000709415.1,GCF_000709415.1_ASM70941v1_genomic.gbff.gz,Staphylococcus xylosus,1558,1558,7,2927,2927,7,115,115,8
450,Staphylococcus xylosus,GCF_000953575.1,GCF_000953575.1_Staphylococcus_xylosus_C2a_genomic.gbff.gz,Staphylococcus xylosus,1558,1561,6,2927,2927,6,115,115,7
145,Staphylococcus xylosus,GCF_002078255.1,GCF_002078255.1_ASM207825v1_genomic.gbff.gz,Staphylococcus xylosus,1558,1558,7,2927,2927,7,115,115,8
392,Streptococcus agalactiae 09mas018883,GCF_000427035.1,GCF_000427035.1_09mas018883_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2906,2906,7,116,116,7
255,Streptococcus agalactiae 2603V/R,GCF_000007265.1,GCF_000007265.1_ASM726v1_genomic.gbff.gz,Streptococcus agalactiae,1551,1551,7,2903,2903,7,117,117,7
520,Streptococcus agalactiae A909,GCF_000012705.1,GCF_000012705.1_ASM1270v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2906,2906,7,116,116,7
330,Streptococcus agalactiae COH1,GCF_000689235.1,GCF_000689235.1_GBCO_p1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2906,2906,7,116,116,7
333,Streptococcus agalactiae,GCF_000730215.1,GCF_000730215.1_ASM73021v2_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2906,2906,7,116,116,7
320,Streptococcus agalactiae,GCF_000730255.1,GCF_000730255.1_ASM73025v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2906,2906,7,116,116,7
417,Streptococcus agalactiae,GCF_000831125.1,GCF_000831125.1_ASM83112v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2906,2906,7,116,116,7
242,Streptococcus agalactiae,GCF_001026925.1,GCF_001026925.1_ASM102692v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2906,2906,7,116,116,7
203,Streptococcus agalactiae,GCF_001190805.1,GCF_001190805.1_ASM119080v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2906,2906,7,116,116,7
677,Streptococcus agalactiae,GCF_001190885.1,GCF_001190885.1_ASM119088v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2906,2906,7,116,116,7
667,Streptococcus agalactiae,GCF_001266635.1,GCF_001266635.1_ASM126663v1_genomic.gbff.gz,Streptococcus agalactiae,1554,1557,6,2903,2915,6,115,116,6
471,Streptococcus agalactiae,GCF_001552035.1,GCF_001552035.1_ASM155203v1_genomic.gbff.gz,Streptococcus agalactiae,1553,1555,8,2906,2906,8,116,116,8
655,Streptococcus agalactiae,GCF_001592385.1,GCF_001592385.1_ASM159238v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,5,2906,2906,5,116,116,6
183,Streptococcus agalactiae,GCF_001592425.1,GCF_001592425.1_ASM159242v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,5,2907,2907,5,105,116,6
294,Streptococcus agalactiae,GCF_001683515.1,GCF_001683515.1_ASM168351v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,6,2906,2906,6,116,116,6
170,Streptococcus agalactiae,GCF_001712835.1,GCF_001712835.1_ASM171283v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2906,2906,7,116,116,7
517,Streptococcus agalactiae,GCF_001729925.1,GCF_001729925.1_ASM172992v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2906,2906,7,116,116,7
95,Streptococcus agalactiae,GCF_001932715.1,GCF_001932715.1_ASM193271v1_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2906,2906,7,116,116,7
106,Streptococcus agalactiae,GCF_002073695.2,GCF_002073695.2_ASM207369v2_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2905,2906,7,116,116,7
